product_id,product_name,category,start_date,usd_price
1,Transponder AIS Maré Magnum,eletrônicos,10/08/2016,10583.63
1,Transponder AIS Maré Magnum,eletrônicos,15/06/2018,8778.36
1,Transponder AIS Maré Magnum,eletrônicos,25/09/2018,8023.87
1,Transponder AIS Maré Magnum,eletrônicos,19/03/2019,8772.78
1,Transponder AIS Maré Magnum,eletrônicos,17/01/2020,7918.18
1,Transponder AIS Maré Magnum,eletrônicos,17/06/2020,6310.01
1,Transponder AIS Maré Magnum,eletrônicos,02/07/2021,6586.7
1,Transponder AIS Maré Magnum,eletrônicos,16/05/2022,6538.2
1,Transponder AIS Maré Magnum,eletrônicos,28/02/2023,6360.91
1,Transponder AIS Maré Magnum,eletrônicos,17/10/2023,6574.8
1,Transponder AIS Maré Magnum,eletrônicos,16/02/2024,6657.12
1,Transponder AIS Maré Magnum,eletrônicos,22/02/2024,6703.2
1,Transponder AIS Maré Magnum,eletrônicos,15/03/2024,6633.66
1,Transponder AIS Maré Magnum,eletrônicos,02/08/2024,5774.5
1,Transponder AIS Maré Magnum,eletrônicos,08/04/2025,5579.75
2,Transponder Furuno Marlin,eletrônicos,23/11/2017,4325.09
2,Transponder Furuno Marlin,eletrônicos,06/07/2022,2577.22
2,Transponder Furuno Marlin,eletrônicos,24/05/2023,2829.74
2,Transponder Furuno Marlin,eletrônicos,05/11/2025,2602.27
3,Radar Furuno Pulse Leviathan,eletrônicos,12/04/2016,2549.21
3,Radar Furuno Pulse Leviathan,eletrônicos,26/07/2018,2423.45
3,Radar Furuno Pulse Leviathan,eletrônicos,27/06/2019,2335.69
3,Radar Furuno Pulse Leviathan,eletrônicos,17/07/2019,2399.28
3,Radar Furuno Pulse Leviathan,eletrônicos,14/10/2019,2187.31
3,Radar Furuno Pulse Leviathan,eletrônicos,04/12/2020,1745.49
3,Radar Furuno Pulse Leviathan,eletrônicos,21/06/2022,1753.77
4,Rádio AIS Hydro Tidal Zen,eletrônicos,04/03/2016,909.55
4,Rádio AIS Hydro Tidal Zen,eletrônicos,22/11/2016,1010.42
4,Rádio AIS Hydro Tidal Zen,eletrônicos,19/04/2017,1080.89
4,Rádio AIS Hydro Tidal Zen,eletrônicos,22/11/2018,887.7
4,Rádio AIS Hydro Tidal Zen,eletrônicos,21/09/2022,654.31
4,Rádio AIS Hydro Tidal Zen,eletrônicos,28/11/2023,692.14
4,Rádio AIS Hydro Tidal Zen,eletrônicos,13/03/2024,679.13
4,Rádio AIS Hydro Tidal Zen,eletrônicos,10/03/2025,583.85
5,Piloto Automático Furuno Storm,eletrônicos,10/02/2016,6006.45
5,Piloto Automático Furuno Storm,eletrônicos,17/01/2017,7374.9
5,Piloto Automático Furuno Storm,eletrônicos,18/02/2021,4364.4
5,Piloto Automático Furuno Storm,eletrônicos,03/05/2022,4718.61
5,Piloto Automático Furuno Storm,eletrônicos,24/05/2022,4920.79
5,Piloto Automático Furuno Storm,eletrônicos,15/08/2023,4752.24
5,Piloto Automático Furuno Storm,eletrônicos,24/09/2024,4327.37
5,Piloto Automático Furuno Storm,eletrônicos,24/07/2025,4285.3
6,Transponder AIS Vector,eletrônicos,23/07/2020,2288.92
6,Transponder AIS Vector,eletrônicos,01/12/2021,2104.66
6,Transponder AIS Vector,eletrônicos,07/03/2024,2394.79
6,Transponder AIS Vector,eletrônicos,21/06/2024,2172.43
6,Transponder AIS Vector,eletrônicos,04/12/2024,1951.33
6,Transponder AIS Vector,eletrônicos,19/03/2025,2086.5
7,Radar AIS Zen,eletrônicos,26/10/2016,6253.41
7,Radar AIS Zen,eletrônicos,21/06/2017,5871.9
7,Radar AIS Zen,eletrônicos,08/05/2018,5454.91
7,Radar AIS Zen,eletrônicos,12/12/2022,3678.62
7,Radar AIS Zen,eletrônicos,18/08/2025,3604.64
8,GPS AIS Zen,eletrônicos,06/12/2019,1193.04
8,GPS AIS Zen,eletrônicos,19/06/2020,932.31
8,GPS AIS Zen,eletrônicos,18/02/2021,919.04
8,GPS AIS Zen,eletrônicos,06/08/2021,951.1
8,GPS AIS Zen,eletrônicos,23/03/2023,947.09
8,GPS AIS Zen,eletrônicos,10/05/2023,1006.07
8,GPS AIS Zen,eletrônicos,16/04/2024,947.05
8,GPS AIS Zen,eletrônicos,03/06/2025,879.22
9,Transponder AIS Titan Pulse,eletrônicos,26/12/2018,10115.54
9,Transponder AIS Titan Pulse,eletrônicos,21/05/2020,7088.62
9,Transponder AIS Titan Pulse,eletrônicos,10/12/2020,7808.97
9,Transponder AIS Titan Pulse,eletrônicos,05/05/2022,7933.96
9,Transponder AIS Titan Pulse,eletrônicos,16/04/2024,7544.56
9,Transponder AIS Titan Pulse,eletrônicos,21/08/2024,7258.64
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,29/05/2018,8591.86
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,16/11/2021,5849.07
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,20/12/2021,5615.0
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,23/05/2023,6449.43
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,29/06/2023,6594.15
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,05/09/2023,6445.41
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,13/11/2023,6505.49
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,24/11/2023,6547.91
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,07/10/2024,5864.71
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,21/03/2025,5596.76
10,Piloto Automático Simrad Titan Flux Magnum,eletrônicos,01/10/2025,6021.02
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,18/02/2016,9039.0
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,07/10/2016,11277.36
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,14/10/2016,11372.94
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,23/04/2018,10527.94
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,15/10/2019,8734.37
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,13/01/2020,8772.22
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,27/11/2020,6773.84
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,14/05/2021,6875.78
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,27/01/2022,6733.8
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,15/03/2023,6839.44
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,09/05/2023,7246.24
11,GPS Furuno Swift Leviathan Poseidon,eletrônicos,20/05/2025,6399.81
12,GPS AIS Drift Flux Vox,eletrônicos,03/02/2016,689.26
12,GPS AIS Drift Flux Vox,eletrônicos,21/03/2016,752.61
12,GPS AIS Drift Flux Vox,eletrônicos,22/09/2017,871.57
12,GPS AIS Drift Flux Vox,eletrônicos,18/09/2018,659.09
12,GPS AIS Drift Flux Vox,eletrônicos,09/10/2018,729.22
12,GPS AIS Drift Flux Vox,eletrônicos,02/01/2019,706.47
12,GPS AIS Drift Flux Vox,eletrônicos,07/02/2020,632.96
12,GPS AIS Drift Flux Vox,eletrônicos,20/06/2022,527.97
12,GPS AIS Drift Flux Vox,eletrônicos,31/07/2024,481.53
12,GPS AIS Drift Flux Vox,eletrônicos,20/05/2025,481.54
12,GPS AIS Drift Flux Vox,eletrônicos,20/06/2025,496.11
12,GPS AIS Drift Flux Vox,eletrônicos,10/07/2025,491.85
13,Radar Simrad Boost,eletrônicos,22/03/2017,2504.48
13,Radar Simrad Boost,eletrônicos,08/01/2018,2394.7
13,Radar Simrad Boost,eletrônicos,19/02/2019,2082.55
13,Radar Simrad Boost,eletrônicos,12/12/2019,1885.58
13,Radar Simrad Boost,eletrônicos,22/10/2021,1356.5
14,Rádio Furuno Zen Swift,eletrônicos,10/11/2016,10819.71
14,Rádio Furuno Zen Swift,eletrônicos,05/05/2017,11276.24
14,Rádio Furuno Zen Swift,eletrônicos,10/01/2020,8790.37
14,Rádio Furuno Zen Swift,eletrônicos,12/08/2021,6841.36
14,Rádio Furuno Zen Swift,eletrônicos,17/02/2023,6885.95
14,Rádio Furuno Zen Swift,eletrônicos,24/03/2023,6767.66
14,Rádio Furuno Zen Swift,eletrônicos,03/05/2024,7068.63
14,Rádio Furuno Zen Swift,eletrônicos,31/05/2024,6832.87
14,Rádio Furuno Zen Swift,eletrônicos,24/02/2025,6254.99
14,Rádio Furuno Zen Swift,eletrônicos,02/09/2025,6549.93
15,Radar Garmin Tidal Thrust,eletrônicos,23/06/2017,8369.26
15,Radar Garmin Tidal Thrust,eletrônicos,17/05/2019,6831.81
15,Radar Garmin Tidal Thrust,eletrônicos,21/08/2019,6931.96
15,Radar Garmin Tidal Thrust,eletrônicos,17/01/2020,6669.64
15,Radar Garmin Tidal Thrust,eletrônicos,26/11/2020,5244.81
15,Radar Garmin Tidal Thrust,eletrônicos,06/12/2022,5325.4
15,Radar Garmin Tidal Thrust,eletrônicos,09/01/2023,5267.98
15,Radar Garmin Tidal Thrust,eletrônicos,25/09/2024,5097.71
15,Radar Garmin Tidal Thrust,eletrônicos,27/01/2025,4707.55
16,Sonda Garmin Axis,eletrônicos,13/04/2016,8470.76
16,Sonda Garmin Axis,eletrônicos,19/12/2016,8884.87
16,Sonda Garmin Axis,eletrônicos,19/02/2018,9278.0
16,Sonda Garmin Axis,eletrônicos,06/09/2018,7238.38
16,Sonda Garmin Axis,eletrônicos,31/10/2018,8072.42
16,Sonda Garmin Axis,eletrônicos,20/05/2020,5267.72
16,Sonda Garmin Axis,eletrônicos,27/07/2020,5783.4
16,Sonda Garmin Axis,eletrônicos,02/01/2023,5615.94
16,Sonda Garmin Axis,eletrônicos,27/12/2023,6212.42
16,Sonda Garmin Axis,eletrônicos,19/06/2024,5491.48
16,Sonda Garmin Axis,eletrônicos,10/01/2025,4922.32
16,Sonda Garmin Axis,eletrônicos,15/08/2025,5564.7
17,Rádio AIS Oceanic Pulse,eletrônicos,23/06/2016,4187.31
17,Rádio AIS Oceanic Pulse,eletrônicos,09/11/2016,4352.84
17,Rádio AIS Oceanic Pulse,eletrônicos,24/08/2017,4471.23
17,Rádio AIS Oceanic Pulse,eletrônicos,22/02/2018,4307.43
17,Rádio AIS Oceanic Pulse,eletrônicos,06/08/2018,3773.05
17,Rádio AIS Oceanic Pulse,eletrônicos,10/07/2019,3724.7
17,Rádio AIS Oceanic Pulse,eletrônicos,28/08/2019,3378.52
17,Rádio AIS Oceanic Pulse,eletrônicos,22/09/2020,2584.32
17,Rádio AIS Oceanic Pulse,eletrônicos,30/12/2020,2701.79
17,Rádio AIS Oceanic Pulse,eletrônicos,15/07/2021,2753.03
17,Rádio AIS Oceanic Pulse,eletrônicos,26/12/2022,2706.74
17,Rádio AIS Oceanic Pulse,eletrônicos,02/06/2023,2833.14
18,Rádio Simrad Axis,eletrônicos,15/02/2016,6663.27
18,Rádio Simrad Axis,eletrônicos,12/04/2016,7506.34
18,Rádio Simrad Axis,eletrônicos,27/04/2016,7529.95
18,Rádio Simrad Axis,eletrônicos,04/04/2017,8509.99
18,Rádio Simrad Axis,eletrônicos,02/01/2018,8128.37
18,Rádio Simrad Axis,eletrônicos,14/03/2018,8156.56
18,Rádio Simrad Axis,eletrônicos,25/03/2019,6854.93
18,Rádio Simrad Axis,eletrônicos,01/07/2019,6958.51
18,Rádio Simrad Axis,eletrônicos,02/10/2019,6396.83
18,Rádio Simrad Axis,eletrônicos,24/09/2021,4973.41
18,Rádio Simrad Axis,eletrônicos,25/01/2022,4834.43
18,Rádio Simrad Axis,eletrônicos,19/07/2023,5536.62
18,Rádio Simrad Axis,eletrônicos,02/04/2024,5265.1
18,Rádio Simrad Axis,eletrônicos,05/02/2025,4582.17
18,Rádio Simrad Axis,eletrônicos,04/12/2025,5018.78
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,17/03/2016,4509.55
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,25/04/2016,4633.27
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,25/05/2016,4590.3
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,11/11/2016,4780.88
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,04/09/2017,5236.07
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,28/09/2017,5156.86
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,25/05/2021,3092.45
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,30/08/2021,3163.35
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,28/08/2023,3358.13
19,Sonda Lowrance Tidal Storm Vox,eletrônicos,12/02/2025,2847.65
20,Radar AIS Marlin,eletrônicos,04/07/2016,9494.81
20,Radar AIS Marlin,eletrônicos,23/01/2020,7401.92
20,Radar AIS Marlin,eletrônicos,04/10/2021,5689.04
21,GPS AIS Nautic Thrust,eletrônicos,19/02/2016,2157.43
21,GPS AIS Nautic Thrust,eletrônicos,04/09/2017,2783.21
21,GPS AIS Nautic Thrust,eletrônicos,25/04/2018,2493.17
21,GPS AIS Nautic Thrust,eletrônicos,26/02/2019,2323.7
21,GPS AIS Nautic Thrust,eletrônicos,10/06/2019,2252.1
21,GPS AIS Nautic Thrust,eletrônicos,29/10/2019,2186.92
21,GPS AIS Nautic Thrust,eletrônicos,01/11/2019,2195.72
21,GPS AIS Nautic Thrust,eletrônicos,23/04/2020,1603.82
21,GPS AIS Nautic Thrust,eletrônicos,18/10/2021,1582.72
21,GPS AIS Nautic Thrust,eletrônicos,30/12/2022,1674.22
21,GPS AIS Nautic Thrust,eletrônicos,30/04/2024,1689.08
21,GPS AIS Nautic Thrust,eletrônicos,09/08/2024,1584.96
21,GPS AIS Nautic Thrust,eletrônicos,26/08/2025,1611.19
21,GPS AIS Nautic Thrust,eletrônicos,13/11/2025,1653.83
22,Transponder Furuno Force Ion,eletrônicos,20/02/2019,10635.91
22,Transponder Furuno Force Ion,eletrônicos,06/05/2020,6961.86
22,Transponder Furuno Force Ion,eletrônicos,04/02/2021,7319.1
22,Transponder Furuno Force Ion,eletrônicos,22/08/2022,7630.67
22,Transponder Furuno Force Ion,eletrônicos,17/03/2025,6912.34
22,Transponder Furuno Force Ion,eletrônicos,16/04/2025,6709.44
22,Transponder Furuno Force Ion,eletrônicos,23/07/2025,7104.66
23,Piloto Automático Furuno Torque Peak,eletrônicos,16/09/2016,3387.67
23,Piloto Automático Furuno Torque Peak,eletrônicos,25/10/2016,3584.39
23,Piloto Automático Furuno Torque Peak,eletrônicos,15/08/2018,2856.94
23,Piloto Automático Furuno Torque Peak,eletrônicos,28/12/2018,2885.4
23,Piloto Automático Furuno Torque Peak,eletrônicos,09/01/2019,3027.39
23,Piloto Automático Furuno Torque Peak,eletrônicos,14/01/2022,2019.88
23,Piloto Automático Furuno Torque Peak,eletrônicos,13/10/2022,2108.74
23,Piloto Automático Furuno Torque Peak,eletrônicos,21/03/2024,2244.66
24,GPS AIS Orca Marlin Velocity,eletrônicos,30/05/2018,6217.8
24,GPS AIS Orca Marlin Velocity,eletrônicos,14/08/2018,5986.75
24,GPS AIS Orca Marlin Velocity,eletrônicos,25/02/2019,6231.98
24,GPS AIS Orca Marlin Velocity,eletrônicos,14/05/2019,5839.87
24,GPS AIS Orca Marlin Velocity,eletrônicos,16/12/2019,5694.86
24,GPS AIS Orca Marlin Velocity,eletrônicos,06/04/2021,4129.65
24,GPS AIS Orca Marlin Velocity,eletrônicos,29/07/2024,4113.86
24,GPS AIS Orca Marlin Velocity,eletrônicos,30/12/2024,3752.15
24,GPS AIS Orca Marlin Velocity,eletrônicos,16/05/2025,4081.62
24,GPS AIS Orca Marlin Velocity,eletrônicos,23/09/2025,4378.72
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,01/10/2018,3011.51
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,22/07/2020,2372.85
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,04/03/2022,2389.36
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,29/11/2023,2478.48
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,22/03/2024,2430.59
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,18/10/2024,2139.99
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,07/01/2025,1996.62
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,20/08/2025,2216.09
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,15/10/2025,2226.75
25,Rádio Lowrance Nitro Thrust Barracuda,eletrônicos,31/12/2025,2204.09
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,14/06/2017,5264.45
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,14/07/2017,5419.11
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,23/04/2018,5021.99
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,18/02/2019,4632.32
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,14/03/2022,3412.88
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,08/05/2024,3396.78
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,17/05/2024,3378.85
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,23/09/2025,3257.47
26,Piloto Automático Furuno Core Boost Flux,eletrônicos,04/11/2025,3210.1
27,GPS Garmin Vortex Maré Drift,eletrônicos,08/07/2016,5009.24
27,GPS Garmin Vortex Maré Drift,eletrônicos,26/06/2017,4985.04
27,GPS Garmin Vortex Maré Drift,eletrônicos,07/03/2018,5110.01
27,GPS Garmin Vortex Maré Drift,eletrônicos,29/05/2019,4132.1
27,GPS Garmin Vortex Maré Drift,eletrônicos,21/08/2019,4102.43
27,GPS Garmin Vortex Maré Drift,eletrônicos,10/06/2020,3377.4
27,GPS Garmin Vortex Maré Drift,eletrônicos,25/06/2020,3098.94
27,GPS Garmin Vortex Maré Drift,eletrônicos,21/01/2021,3105.99
27,GPS Garmin Vortex Maré Drift,eletrônicos,08/06/2021,3270.7
27,GPS Garmin Vortex Maré Drift,eletrônicos,18/06/2021,3282.07
27,GPS Garmin Vortex Maré Drift,eletrônicos,12/07/2022,3051.23
27,GPS Garmin Vortex Maré Drift,eletrônicos,26/05/2025,2916.55
27,GPS Garmin Vortex Maré Drift,eletrônicos,08/07/2025,3026.01
28,Piloto Automático AIS Core,eletrônicos,18/06/2018,3798.53
28,Piloto Automático AIS Core,eletrônicos,30/08/2019,3445.84
28,Piloto Automático AIS Core,eletrônicos,11/09/2019,3509.8
28,Piloto Automático AIS Core,eletrônicos,03/12/2019,3394.73
28,Piloto Automático AIS Core,eletrônicos,29/01/2020,3394.33
28,Piloto Automático AIS Core,eletrônicos,14/08/2020,2648.03
28,Piloto Automático AIS Core,eletrônicos,02/09/2020,2653.5
28,Piloto Automático AIS Core,eletrônicos,14/03/2023,2723.39
28,Piloto Automático AIS Core,eletrônicos,21/11/2023,2921.84
28,Piloto Automático AIS Core,eletrônicos,14/05/2024,2776.74
28,Piloto Automático AIS Core,eletrônicos,26/08/2025,2630.15
29,Rádio Simrad Orca,eletrônicos,18/04/2017,11795.79
29,Rádio Simrad Orca,eletrônicos,29/03/2022,7689.63
29,Rádio Simrad Orca,eletrônicos,11/08/2025,6703.2
30,Transponder AIS Boost,eletrônicos,15/05/2018,8775.65
30,Transponder AIS Boost,eletrônicos,19/05/2020,5636.75
30,Transponder AIS Boost,eletrônicos,04/09/2023,6558.44
31,Transponder Furuno Pulse Axis,eletrônicos,15/01/2016,2050.48
31,Transponder Furuno Pulse Axis,eletrônicos,10/06/2016,2418.07
31,Transponder Furuno Pulse Axis,eletrônicos,18/07/2023,1724.43
31,Transponder Furuno Pulse Axis,eletrônicos,22/09/2023,1686.13
31,Transponder Furuno Pulse Axis,eletrônicos,03/07/2024,1482.91
31,Transponder Furuno Pulse Axis,eletrônicos,28/07/2025,1482.54
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,08/01/2016,3106.66
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,03/11/2020,2197.69
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,02/03/2021,2199.67
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,25/05/2022,2585.66
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,12/06/2023,2560.62
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,11/01/2024,2562.61
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,23/05/2024,2430.64
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,23/07/2024,2240.54
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,07/10/2024,2288.99
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,08/05/2025,2199.05
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,09/05/2025,2212.63
32,Sonda AIS Impulse Oceanic Zenith,eletrônicos,28/08/2025,2310.61
33,Transponder Garmin Drift Vortex Marlin,eletrônicos,20/09/2018,1638.35
33,Transponder Garmin Drift Vortex Marlin,eletrônicos,26/08/2020,1206.27
33,Transponder Garmin Drift Vortex Marlin,eletrônicos,10/09/2020,1268.8
33,Transponder Garmin Drift Vortex Marlin,eletrônicos,10/04/2024,1325.97
34,Transponder AIS Helix Torque,eletrônicos,02/12/2016,1419.45
34,Transponder AIS Helix Torque,eletrônicos,04/05/2018,1392.99
34,Transponder AIS Helix Torque,eletrônicos,14/05/2021,933.21
34,Transponder AIS Helix Torque,eletrônicos,02/08/2021,957.22
34,Transponder AIS Helix Torque,eletrônicos,09/08/2022,960.12
34,Transponder AIS Helix Torque,eletrônicos,02/08/2023,1022.84
34,Transponder AIS Helix Torque,eletrônicos,25/04/2024,951.66
35,Radar Furuno Swift,eletrônicos,28/08/2019,2648.55
35,Radar Furuno Swift,eletrônicos,13/02/2020,2536.83
35,Radar Furuno Swift,eletrônicos,21/02/2020,2505.93
35,Radar Furuno Swift,eletrônicos,29/04/2020,2027.36
35,Radar Furuno Swift,eletrônicos,09/03/2022,2197.24
35,Radar Furuno Swift,eletrônicos,07/04/2022,2321.06
35,Radar Furuno Swift,eletrônicos,05/05/2022,2199.13
35,Radar Furuno Swift,eletrônicos,15/02/2023,2106.85
35,Radar Furuno Swift,eletrônicos,30/09/2025,2069.49
36,Radar Lowrance Aqua Pulse,eletrônicos,20/07/2016,6952.99
36,Radar Lowrance Aqua Pulse,eletrônicos,24/10/2017,6961.99
36,Radar Lowrance Aqua Pulse,eletrônicos,25/04/2019,5690.32
36,Radar Lowrance Aqua Pulse,eletrônicos,17/01/2020,5403.02
36,Radar Lowrance Aqua Pulse,eletrônicos,17/07/2020,4224.24
36,Radar Lowrance Aqua Pulse,eletrônicos,26/11/2020,4248.78
36,Radar Lowrance Aqua Pulse,eletrônicos,12/03/2021,4062.51
36,Radar Lowrance Aqua Pulse,eletrônicos,19/03/2021,4103.67
36,Radar Lowrance Aqua Pulse,eletrônicos,06/05/2021,4273.2
36,Radar Lowrance Aqua Pulse,eletrônicos,10/05/2022,4398.53
36,Radar Lowrance Aqua Pulse,eletrônicos,26/09/2022,4221.25
36,Radar Lowrance Aqua Pulse,eletrônicos,02/06/2023,4561.15
36,Radar Lowrance Aqua Pulse,eletrônicos,22/06/2023,4733.87
36,Radar Lowrance Aqua Pulse,eletrônicos,11/10/2023,4476.41
36,Radar Lowrance Aqua Pulse,eletrônicos,10/07/2025,4077.69
37,GPS Lowrance Evo Storm Drift,eletrônicos,13/06/2016,1757.38
37,GPS Lowrance Evo Storm Drift,eletrônicos,12/06/2019,1578.86
37,GPS Lowrance Evo Storm Drift,eletrônicos,02/03/2020,1350.18
37,GPS Lowrance Evo Storm Drift,eletrônicos,19/07/2021,1167.5
37,GPS Lowrance Evo Storm Drift,eletrônicos,03/09/2021,1174.12
37,GPS Lowrance Evo Storm Drift,eletrônicos,15/06/2022,1187.12
37,GPS Lowrance Evo Storm Drift,eletrônicos,28/09/2022,1132.29
37,GPS Lowrance Evo Storm Drift,eletrônicos,09/03/2023,1181.71
37,GPS Lowrance Evo Storm Drift,eletrônicos,30/10/2023,1211.89
37,GPS Lowrance Evo Storm Drift,eletrônicos,11/12/2024,1006.02
37,GPS Lowrance Evo Storm Drift,eletrônicos,10/01/2025,995.38
37,GPS Lowrance Evo Storm Drift,eletrônicos,20/06/2025,1104.2
38,Rádio AIS Force,eletrônicos,16/01/2018,8214.43
38,Rádio AIS Force,eletrônicos,29/03/2018,7962.55
38,Rádio AIS Force,eletrônicos,21/08/2020,4720.31
38,Rádio AIS Force,eletrônicos,25/08/2020,4725.96
38,Rádio AIS Force,eletrônicos,21/10/2022,5097.21
38,Rádio AIS Force,eletrônicos,27/07/2023,5606.65
38,Rádio AIS Force,eletrônicos,30/08/2023,5439.42
38,Rádio AIS Force,eletrônicos,20/08/2024,4851.61
39,GPS Furuno Vector,eletrônicos,19/04/2016,8339.76
